group_id,category,subcategory,framework,ecosystem
Microsoft.NET.Workload.Emscripten.net7.Manifest-7.0.100,,,,dotnet
Microsoft.NET.Workload.Emscripten.net7.Manifest-7.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Emscripten.net7.Manifest-8.0.100,,,,dotnet
Microsoft.NET.Workload.Emscripten.net7.Manifest-8.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Emscripten.net7.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Emscripten.net7.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Emscripten.net8.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Emscripten.net8.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-8.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Current.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.200,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.300,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.400,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-7.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-7.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-8.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net6.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-7.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-7.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-8.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net7.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100,,,,dotnet
Microsoft.NET.Workload.Mono.ToolChain.net8.Manifest-9.0.100.Msi.x64,,,,dotnet
Microsoft.NETCore.App.Crossgen2.linux-x64,,,,dotnet
Microsoft.NETCore.App.Host.linux-x64,,,,dotnet
Microsoft.NETCore.App.Host.win-x64,,,,dotnet
Microsoft.NETCore.App.Ref,,,,dotnet
Microsoft.NETCore.App.Runtime.linux-x64,,,,dotnet
Microsoft.NETCore.App.Runtime.win-x64,,,,dotnet
Microsoft.NETCore.Portable.Compatibility,,,,dotnet
Microsoft.NETFramework.ReferenceAssemblies,,,,dotnet
Microsoft.NETFramework.ReferenceAssemblies.net472,,,,dotnet
Microsoft.NetCore.Analyzers,,,,dotnet
Microsoft.NetFramework.Analyzers,,,,dotnet
Microsoft.OData.Core,,,,dotnet
Microsoft.OData.Edm,,,,dotnet
Microsoft.OData.ModelBuilder,,,,dotnet
Microsoft.OpenApi,,,,dotnet
Microsoft.OpenApi.Readers,,,,dotnet
Microsoft.Owin.Cors,,,,dotnet
Microsoft.Owin.Security.OAuth,,,,dotnet
Microsoft.Owin.Security.OpenIdConnect,,,,dotnet
Microsoft.PowerBI.Api,,,,dotnet
Microsoft.Rest.ClientRuntime.Azure.Authentication,,,,dotnet
Microsoft.ServiceFabric,,,,dotnet
Microsoft.SourceLink.Common,,,,dotnet
Microsoft.SourceLink.GitHub,,,,dotnet
Microsoft.SqlServer.Server,,,,dotnet
Microsoft.SqlServer.Types,,,,dotnet
Microsoft.TestPlatform,,,,dotnet
Microsoft.Testing.Extensions.Telemetry,,,,dotnet
Microsoft.Testing.Extensions.TrxReport.Abstractions,,,,dotnet
Microsoft.Testing.Extensions.VSTestBridge,,,,dotnet
Microsoft.Testing.Platform,,,,dotnet
Microsoft.Testing.Platform.MSBuild,,,,dotnet
Microsoft.TypeScript.MSBuild,,,,dotnet
Microsoft.UI.Xaml,,,,dotnet
Microsoft.VisualStudio.Azure.Containers.Tools.Targets,,,,dotnet
Microsoft.VisualStudio.Debugger.Contracts,,,,dotnet
Microsoft.VisualStudio.Services.Client,,,,dotnet
Microsoft.VisualStudio.SlowCheetah,,,,dotnet
Microsoft.VisualStudio.Threading,,,,dotnet
Microsoft.VisualStudio.Threading.Analyzers,,,,dotnet
Microsoft.VisualStudio.Validation,,,,dotnet
Microsoft.Win32.Registry.AccessControl,,,,dotnet
Microsoft.Win32.SystemEvents,,,,dotnet
Microsoft.Windows.Compatibility,,,,dotnet
Microsoft.WindowsDesktop.App.Ref,,,,dotnet
Microsoft.WindowsDesktop.App.Runtime.win-x64,,,,dotnet
Microsoft.dotnet-interactive,,,,dotnet
Microsoft.jQuery.Unobtrusive.Ajax,,,,dotnet
MimeKit,,,,dotnet
MiniProfiler.AspNetCore,,,,dotnet
MiniProfiler.AspNetCore.Mvc,,,,dotnet
MiniProfiler.Shared,,,,dotnet
Modernizr,,,,dotnet
Momentum.Pm.PortalApi,,,,dotnet
MongoDB.Bson,,,,dotnet
MongoDB.Driver,,,,dotnet
MongoDB.Driver.Core,,,,dotnet
MongoDB.Libmongocrypt,,,,dotnet
Mono.Cecil,,,,dotnet
Mono.TextTemplating,,,,dotnet
Moq,,,,dotnet
MySql.Data,,,,dotnet
MySqlConnector,,,,dotnet
NCrontab,,,,dotnet
NCrontab.Signed,,,,dotnet
NEST,,,,dotnet
NHibernate,,,,dotnet
NJsonSchema,,,,dotnet
NJsonSchema.Annotations,,,,dotnet
NJsonSchema.NewtonsoftJson,,,,dotnet
NJsonSchema.Yaml,,,,dotnet
NLog,,,,dotnet
NLog.Config,,,,dotnet
NLog.Extensions.Logging,,,,dotnet
NLog.Schema,,,,dotnet
NLog.Web.AspNetCore,,,,dotnet
NPOI,,,,dotnet
NServiceBus,,,,dotnet
NSubstitute,,,,dotnet
NSwag.Annotations,,,,dotnet
NSwag.AspNetCore,,,,dotnet
NSwag.Core,,,,dotnet
NSwag.Core.Yaml,,,,dotnet
NSwag.Generation,,,,dotnet
NSwag.Generation.AspNetCore,,,,dotnet
NSwag.MSBuild,,,,dotnet
NUglify,,,,dotnet
NUnit,,,,dotnet
NUnit.Analyzers,,,,dotnet
NUnit.Console,,,,dotnet
NUnit.ConsoleRunner,,,,dotnet
NUnit.Extension.NUnitProjectLoader,,,,dotnet
NUnit.Extension.NUnitV2Driver,,,,dotnet
NUnit.Extension.NUnitV2ResultWriter,,,,dotnet
NUnit.Extension.TeamCityEventListener,,,,dotnet
NUnit.Extension.VSProjectLoader,,,,dotnet
NUnit3TestAdapter,,,,dotnet
Namotion.Reflection,,,,dotnet
NetTopologySuite,,,,dotnet
NetTopologySuite.IO.SqlServerBytes,,,,dotnet
NewId,,,,dotnet
NewRelic.Agent.Api,,,,dotnet
Newtonsoft.Json,,,,dotnet
Newtonsoft.Json.Bson,,,,dotnet
Newtonsoft.Json.Schema,,,,dotnet
Ninject,,,,dotnet
Nito.AsyncEx,,,,dotnet
Nito.AsyncEx.Context,,,,dotnet
Nito.AsyncEx.Coordination,,,,dotnet
Nito.AsyncEx.Interop.WaitHandles,,,,dotnet
Nito.AsyncEx.Oop,,,,dotnet
Nito.AsyncEx.Tasks,,,,dotnet
Nito.Cancellation,,,,dotnet
Nito.Collections.Deque,,,,dotnet
Nito.Disposables,,,,dotnet
NodaTime,,,,dotnet
NodaTime.Serialization.JsonNet,,,,dotnet
Npgsql,,,,dotnet
Npgsql.EntityFrameworkCore.PostgreSQL,,,,dotnet
NuGet.Configuration,,,,dotnet
NuGet.DependencyResolver.Core,,,,dotnet
NuGet.LibraryModel,,,,dotnet
NuGet.Packaging,,,,dotnet
NuGet.ProjectModel,,,,dotnet
NuGet.Protocol,,,,dotnet
NuGet.Versioning,,,,dotnet
OctoPack,,,,dotnet
Octokit,,,,dotnet
OneOf,,,,dotnet
OpenTelemetry,,,,dotnet
OpenTelemetry.Api,,,,dotnet
OpenTelemetry.Api.ProviderBuilderExtensions,,,,dotnet
OpenTelemetry.Exporter.Console,,,,dotnet
OpenTelemetry.Exporter.OpenTelemetryProtocol,,,,dotnet
OpenTelemetry.Extensions.Hosting,,,,dotnet
OpenTelemetry.Instrumentation.AspNetCore,,,,dotnet
OpenTelemetry.Instrumentation.Http,,,,dotnet
OpenTelemetry.Instrumentation.Runtime,,,,dotnet
OpenTracing,,,,dotnet
Oracle.ManagedDataAccess.Core,,,,dotnet
PDFsharp,,,,dotnet
Perfolizer,,,,dotnet
Pipelines.Sockets.Unofficial,,,,dotnet
Polly,,,,dotnet
Polly.Contrib.WaitAndRetry,,,,dotnet
Polly.Core,,,,dotnet
Polly.Extensions,,,,dotnet
Polly.Extensions.Http,,,,dotnet
Pomelo.EntityFrameworkCore.MySql,,,,dotnet
Portable.BouncyCastle,,,,dotnet
Prism.Core,,,,dotnet
QRCoder,,,,dotnet
Quartz,,,,dotnet
Quartz.Extensions.DependencyInjection,,,,dotnet
Quartz.Extensions.Hosting,,,,dotnet
RabbitMQ.Client,,,,dotnet
RazorEngine,,,,dotnet
Rebus,,,,dotnet
RedLock.net,,,,dotnet
Refit,,,,dotnet
Refit.HttpClientFactory,,,,dotnet
Remotion.Linq,,,,dotnet
Remotion.Linq.EagerFetching,,,,dotnet
ReportGenerator,,,,dotnet
Respond,,,,dotnet
RestSharp,,,,dotnet
Rg.Plugins.Popup,,,,dotnet
RichardSzalay.MockHttp,,,,dotnet
Roslynator.Analyzers,,,,dotnet
SQLitePCLRaw.bundle_e_sqlite3,,,,dotnet
SQLitePCLRaw.bundle_green,,,,dotnet
SQLitePCLRaw.core,,,,dotnet
SQLitePCLRaw.lib.e_sqlite3,,,,dotnet
SQLitePCLRaw.lib.e_sqlite3.linux,,,,dotnet
SQLitePCLRaw.lib.e_sqlite3.osx,,,,dotnet
SQLitePCLRaw.lib.e_sqlite3.v110_xp,,,,dotnet
SQLitePCLRaw.provider.dynamic_cdecl,,,,dotnet
SQLitePCLRaw.provider.e_sqlite3,,,,dotnet
SQLitePCLRaw.provider.e_sqlite3.netstandard11,,,,dotnet
SSH.NET,,,,dotnet
Scrutor,,,,dotnet
Selenium.Support,,,,dotnet
Selenium.WebDriver,,,,dotnet
Selenium.WebDriver.ChromeDriver,,,,dotnet
Semver,,,,dotnet
SendGrid,,,,dotnet
Sentry,,,,dotnet
Sentry.AspNetCore,,,,dotnet
Sentry.Extensions.Logging,,,,dotnet
Serilog,,,,dotnet
Serilog.AspNetCore,,,,dotnet
Serilog.Enrichers.Environment,,,,dotnet
Serilog.Enrichers.Process,,,,dotnet
Serilog.Enrichers.Thread,,,,dotnet
Serilog.Exceptions,,,,dotnet
Serilog.Expressions,,,,dotnet
Serilog.Extensions.Hosting,,,,dotnet
Serilog.Extensions.Logging,,,,dotnet
Serilog.Formatting.Compact,,,,dotnet
Serilog.Formatting.Elasticsearch,,,,dotnet
Serilog.Settings.AppSettings,,,,dotnet
Serilog.Settings.Configuration,,,,dotnet
Serilog.Sinks.ApplicationInsights,,,,dotnet
Serilog.Sinks.Async,,,,dotnet
Serilog.Sinks.Console,,,,dotnet
Serilog.Sinks.Debug,,,,dotnet
Serilog.Sinks.Elasticsearch,,,,dotnet
Serilog.Sinks.File,,,,dotnet
Serilog.Sinks.MSSqlServer,,,,dotnet
Serilog.Sinks.PeriodicBatching,,,,dotnet
Serilog.Sinks.RollingFile,,,,dotnet
Serilog.Sinks.Seq,,,,dotnet
ServiceStack.Common,,,,dotnet
ServiceStack.Interfaces,,,,dotnet
ServiceStack.Text,,,,dotnet
SharpCompress,,,,dotnet
SharpYaml,,,,dotnet
SharpZipLib,,,,dotnet
Shouldly,,,,dotnet
SimpleInjector,,,,dotnet
SixLabors.Fonts,,,,dotnet
SixLabors.ImageSharp,,,,dotnet
SixLabors.ImageSharp.Drawing,,,,dotnet
SkiaSharp,,,,dotnet
SkiaSharp.NativeAssets.Linux,,,,dotnet
SkiaSharp.NativeAssets.Linux.NoDependencies,,,,dotnet
SkiaSharp.NativeAssets.Win32,,,,dotnet
SkiaSharp.NativeAssets.macOS,,,,dotnet
Snappier,,,,dotnet
SonarAnalyzer.CSharp,,,,dotnet
SpecFlow,,,,dotnet
SpecFlow.Internal.Json,,,,dotnet
SpecFlow.NUnit,,,,dotnet
SpecFlow.Tools.MsBuild.Generation,,,,dotnet
Splat,,,,dotnet
SshNet.Security.Cryptography,,,,dotnet
StackExchange.Redis,,,,dotnet
StackExchange.Redis.Extensions.Core,,,,dotnet
StackExchange.Redis.StrongName,,,,dotnet
Std.UriTemplate,,,,dotnet
Stef.Validation,,,,dotnet
Stripe.net,,,,dotnet
StructureMap,,,,dotnet
StyleCop.Analyzers,,,,dotnet
StyleCop.Analyzers.Unstable,,,,dotnet
Superpower,,,,dotnet
Swashbuckle,,,,dotnet
Swashbuckle.AspNetCore,,,,dotnet
Swashbuckle.AspNetCore.Annotations,,,,dotnet
Swashbuckle.AspNetCore.Filters,,,,dotnet
Swashbuckle.AspNetCore.Filters.Abstractions,,,,dotnet
Swashbuckle.AspNetCore.Newtonsoft,,,,dotnet
Swashbuckle.AspNetCore.Swagger,,,,dotnet
Swashbuckle.AspNetCore.SwaggerGen,,,,dotnet
Swashbuckle.AspNetCore.SwaggerUI,,,,dotnet
Swashbuckle.Core,,,,dotnet
Syncfusion.Licensing,,,,dotnet
System.ClientModel,,,,dotnet
System.CodeDom,,,,dotnet
System.ComponentModel.Composition,,,,dotnet
System.ComponentModel.Composition.Registration,,,,dotnet
System.Data.DataSetExtensions,,,,dotnet
System.Data.Odbc,,,,dotnet
System.Data.OleDb,,,,dotnet
System.Data.SQLite,,,,dotnet
System.Data.SQLite.Core,,,,dotnet
System.Diagnostics.EventLog,,,,dotnet
System.Diagnostics.PerformanceCounter,,,,dotnet
System.DirectoryServices,,,,dotnet
System.DirectoryServices.AccountManagement,,,,dotnet
System.DirectoryServices.Protocols,,,,dotnet
System.Drawing.Common,,,,dotnet
System.Formats.Asn1,,,,dotnet
System.IO.Abstractions,,,,dotnet
System.IO.Hashing,,,,dotnet
System.IO.Packaging,,,,dotnet
System.IO.Pipes.AccessControl,,,,dotnet
System.IO.Ports,,,,dotnet
System.Interactive.Async,,,,dotnet
System.Linq.Async,,,,dotnet
System.Linq.Dynamic.Core,,,,dotnet
System.Management,,,,dotnet
System.Memory.Data,,,,dotnet
System.Net.Http.Json,,,,dotnet
System.Net.WebSockets.WebSocketProtocol,,,,dotnet
System.Reactive,,,,dotnet
System.Reactive.Core,,,,dotnet
System.Reactive.Interfaces,,,,dotnet
System.Reactive.Linq,,,,dotnet
System.Reactive.PlatformServices,,,,dotnet
System.Reflection.Context,,,,dotnet
System.Reflection.MetadataLoadContext,,,,dotnet
System.Resources.Extensions,,,,dotnet
System.Runtime.Caching,,,,dotnet
System.Runtime.InteropServices.WindowsRuntime,,,,dotnet
System.Security.Cryptography.Pkcs,,,,dotnet
System.ServiceModel.Federation,,,,dotnet
System.ServiceModel.Syndication,,,,dotnet
System.ServiceProcess.ServiceController,,,,dotnet
System.Text.Json,,,,dotnet
System.Threading.AccessControl,,,,dotnet
System.Threading.Channels,,,,dotnet
System.Threading.RateLimiting,,,,dotnet
System.Windows.Extensions,,,,dotnet
TencentCloudSDK.Common,,,,dotnet
TestableIO.System.IO.Abstractions,,,,dotnet
TestableIO.System.IO.Abstractions.Wrappers,,,,dotnet
Testcontainers,,,,dotnet
TimeZoneConverter,,,,dotnet
Topshelf,,,,dotnet
Twilio,,,,dotnet
Unity,,,,dotnet
Unity.Abstractions,,,,dotnet
Unity.Container,,,,dotnet
Unity.Interception,,,,dotnet
Utf8Json,,,,dotnet
Validation,,,,dotnet
Volo.Abp.Core,,,,dotnet
Volo.Abp.Data,,,,dotnet
Volo.Abp.Localization.Abstractions,,,,dotnet
Volo.Abp.Security,,,,dotnet
Volo.Abp.Uow,,,,dotnet
WebActivatorEx,,,,dotnet
WebGrease,,,,dotnet
WireMock.Net,,,,dotnet
XLParser,,,,dotnet
Xamarin.AndroidX.Activity,,,,dotnet
Xamarin.AndroidX.Annotation,,,,dotnet
Xamarin.AndroidX.Annotation.Experimental,,,,dotnet
Xamarin.AndroidX.AppCompat,,,,dotnet
Xamarin.AndroidX.AppCompat.AppCompatResources,,,,dotnet
Xamarin.AndroidX.Arch.Core.Common,,,,dotnet
Xamarin.AndroidX.Arch.Core.Runtime,,,,dotnet
Xamarin.AndroidX.Browser,,,,dotnet
Xamarin.AndroidX.Collection,,,,dotnet
Xamarin.AndroidX.Concurrent.Futures,,,,dotnet
Xamarin.AndroidX.CoordinatorLayout,,,,dotnet
Xamarin.AndroidX.Core,,,,dotnet
Xamarin.AndroidX.CursorAdapter,,,,dotnet
Xamarin.AndroidX.CustomView,,,,dotnet
Xamarin.AndroidX.DocumentFile,,,,dotnet
Xamarin.AndroidX.DrawerLayout,,,,dotnet
Xamarin.AndroidX.Fragment,,,,dotnet
Xamarin.AndroidX.Interpolator,,,,dotnet
Xamarin.AndroidX.Legacy.Support.Core.Utils,,,,dotnet
Xamarin.AndroidX.Lifecycle.Common,,,,dotnet
Xamarin.AndroidX.Lifecycle.LiveData.Core,,,,dotnet
Xamarin.AndroidX.Lifecycle.Runtime,,,,dotnet
Xamarin.AndroidX.Lifecycle.ViewModel,,,,dotnet
Xamarin.AndroidX.Lifecycle.ViewModelSavedState,,,,dotnet
Xamarin.AndroidX.Loader,,,,dotnet
Xamarin.AndroidX.LocalBroadcastManager,,,,dotnet
Xamarin.AndroidX.Print,,,,dotnet
Xamarin.AndroidX.RecyclerView,,,,dotnet
Xamarin.AndroidX.SavedState,,,,dotnet
Xamarin.AndroidX.Tracing.Tracing,,,,dotnet
Xamarin.AndroidX.VectorDrawable,,,,dotnet
Xamarin.AndroidX.VectorDrawable.Animated,,,,dotnet
Xamarin.AndroidX.VersionedParcelable,,,,dotnet
Xamarin.AndroidX.ViewPager,,,,dotnet
Xamarin.Essentials,,,,dotnet
Xamarin.Forms,,,,dotnet
Xamarin.Google.Guava.ListenableFuture,,,,dotnet
Xamarin.Jetbrains.Annotations,,,,dotnet
Xamarin.Kotlin.StdLib,,,,dotnet
Xamarin.Kotlin.StdLib.Common,,,,dotnet
Xunit.SkippableFact,,,,dotnet
YamlDotNet,,,,dotnet
Yarp.ReverseProxy,,,,dotnet
Z.EntityFramework.Extensions.EFCore,,,,dotnet
Z.EntityFramework.Plus.EFCore,,,,dotnet
Z.Expressions.Eval,,,,dotnet
ZXing.Net,,,,dotnet
ZstdSharp.Port,,,,dotnet
bootstrap,,,,dotnet
coverlet.collector,,,,dotnet
coverlet.msbuild,,,,dotnet
dbup-core,,,,dotnet
dbup-sqlserver,,,,dotnet
dotnet-dump,,,,dotnet
dotnet-ef,,,,dotnet
dotnet-reportgenerator-globaltool,,,,dotnet
dotnet-serve,,,,dotnet
dotnet-sonarscanner,,,,dotnet
dotnet-xunit,,,,dotnet
iTextSharp,,,,dotnet
itext7,,,,dotnet
jQuery,,,,dotnet
jQuery.UI.Combined,,,,dotnet
jQuery.Validation,,,,dotnet
jose-jwt,,,,dotnet
knockoutjs,,,,dotnet
libphonenumber-csharp,,,,dotnet
librdkafka.redist,,,,dotnet
log4net,,,,dotnet
morelinq,,,,dotnet
prometheus-net,,,,dotnet
prometheus-net.AspNetCore,,,,dotnet
protobuf-net,,,,dotnet
protobuf-net.Core,,,,dotnet
runtime.linux-arm.runtime.native.System.IO.Ports,,,,dotnet
runtime.linux-arm64.runtime.native.System.IO.Ports,,,,dotnet
runtime.linux-x64.runtime.native.System.IO.Ports,,,,dotnet
runtime.native.System.IO.Ports,,,,dotnet
runtime.osx-arm64.runtime.native.System.IO.Ports,,,,dotnet
runtime.osx-x64.runtime.native.System.IO.Ports,,,,dotnet
runtime.win-arm64.runtime.native.System.Data.SqlClient.sni,,,,dotnet
runtime.win-x64.runtime.native.System.Data.SqlClient.sni,,,,dotnet
runtime.win-x86.runtime.native.System.Data.SqlClient.sni,,,,dotnet
runtime.win.System.Console,,,,dotnet
runtime.win7-x64.runtime.native.System.IO.Compression,,,,dotnet
starkbank-ecdsa,,,,dotnet
xunit,,,,dotnet
xunit.runner.console,,,,dotnet
